target,stop,horizon,n,avg,median,win_rate,target_rate,stop_rate,time_rate,profit_factor
3.0,-2.0,720,103,-0.2280807059808024,0.0,28.155339805825243,7.766990291262135,21.35922330097087,70.87378640776699,0.6550251791692132
0.8,-1.0,1440,103,-0.23721658485563102,-0.10593220338984688,32.038834951456316,24.271844660194176,37.86407766990291,37.86407766990291,0.4748048749300883
2.5,-1.5,1440,103,-0.23747779603420932,-0.3424657534246589,28.155339805825243,12.62135922330097,35.92233009708738,51.45631067961165,0.6369874084183375
1.0,-1.2,720,103,-0.23861234172310755,0.0,30.097087378640776,16.50485436893204,30.097087378640776,53.398058252427184,0.4836124548530572
1.5,-1.5,720,103,-0.2426345755627737,0.0,30.097087378640776,15.53398058252427,28.155339805825243,56.310679611650485,0.5563090039409677
2.0,-1.5,1440,103,-0.2438616236708631,-0.11627906976744429,30.097087378640776,14.563106796116504,34.95145631067961,50.48543689320388,0.6167494049597896
1.0,-1.2,1440,103,-0.2550099973747962,0.0,32.038834951456316,22.330097087378643,35.92233009708738,41.74757281553398,0.5042067693903473
1.2,-1.5,720,103,-0.2641639256273707,0.0,31.06796116504854,17.475728155339805,27.184466019417474,55.33980582524271,0.503723425656644
1.5,-1.5,1440,103,-0.2685771830932491,0.0,32.038834951456316,17.475728155339805,33.980582524271846,48.54368932038835,0.5644209942416174
0.8,-1.2,720,103,-0.26985961754954096,0.0,30.097087378640776,19.41747572815534,30.097087378640776,50.48543689320388,0.4159893640270777
1.8,-1.5,1440,103,-0.2729878372630961,-0.11627906976744429,30.097087378640776,14.563106796116504,34.95145631067961,50.48543689320388,0.5709749262925039
2.5,-2.0,720,103,-0.27387215925972097,0.0,28.155339805825243,10.679611650485436,21.35922330097087,67.96116504854369,0.5857650533617901
1.2,-1.5,1440,103,-0.2917065494793389,0.0,33.00970873786408,21.35922330097087,33.00970873786408,45.63106796116505,0.5154657827069413
0.8,-1.2,1440,103,-0.29212382969782125,0.0,33.00970873786408,25.24271844660194,35.92233009708738,38.83495145631068,0.43204964999438356
1.0,-1.5,720,103,-0.2991153819380503,0.0,31.06796116504854,17.475728155339805,27.184466019417474,55.33980582524271,0.43806120866399056
2.0,-2.0,720,103,-0.3034890365587663,0.0,29.126213592233007,12.62135922330097,21.35922330097087,66.01941747572816,0.5386490503250927
3.0,-2.5,720,103,-0.3248593705059263,0.0,28.155339805825243,7.766990291262135,18.446601941747574,73.7864077669903,0.5713862843829551
1.8,-2.0,720,103,-0.3287317550053682,0.0,29.126213592233007,12.62135922330097,21.35922330097087,66.01941747572816,0.5002761579802284
0.8,-1.5,720,103,-0.3323044053372993,0.0,31.06796116504854,20.388349514563107,27.184466019417474,52.42718446601942,0.37571001972226253
1.0,-1.5,1440,103,-0.3329887657450787,0.0,33.00970873786408,23.300970873786408,33.00970873786408,43.689320388349515,0.44689465743688694
3.0,-2.0,1440,103,-0.3339311520694209,-0.3424657534246589,28.155339805825243,9.70873786407767,29.126213592233007,61.165048543689316,0.585947496699411
1.5,-2.0,720,103,-0.3460216068200078,0.0,30.097087378640776,15.53398058252427,21.35922330097087,63.10679611650486,0.46785709466652925
2.5,-2.0,1440,103,-0.34721152047322784,-0.2035278154681186,29.126213592233007,13.592233009708737,29.126213592233007,57.28155339805825,0.5594833989890857
2.0,-2.0,1440,103,-0.3535953481098817,-0.10593220338984688,31.06796116504854,15.53398058252427,28.155339805825243,56.310679611650485,0.5380551655417992
1.2,-2.0,720,103,-0.362696587952566,0.0,31.06796116504854,17.475728155339805,20.388349514563107,62.13592233009708,0.4250435119863848
2.5,-2.5,720,103,-0.3706508237848447,0.0,28.155339805825243,10.679611650485436,18.446601941747574,70.87378640776699,0.5109698497182714
0.8,-1.5,1440,103,-0.37204434564091937,0.0,33.980582524271846,26.21359223300971,33.00970873786408,40.77669902912621,0.38202204875006013
1.5,-2.0,1440,103,-0.3783109075322677,0.0,33.00970873786408,18.446601941747574,27.184466019417474,54.36893203883495,0.48938655594225633
1.8,-2.0,1440,103,-0.38466330927493014,-0.10593220338984688,31.06796116504854,15.53398058252427,28.155339805825243,56.310679611650485,0.49746728944541363
1.0,-2.0,720,103,-0.3976480442632456,0.0,31.06796116504854,17.475728155339805,20.388349514563107,62.13592233009708,0.36963751358758595
1.2,-2.0,1440,103,-0.39949852634554184,0.0,33.980582524271846,22.330097087378643,26.21359223300971,51.45631067961165,0.4462771792684951
2.0,-2.5,720,103,-0.40026770108389004,0.0,29.126213592233007,12.62135922330097,18.446601941747574,68.93203883495146,0.4695669464378205
1.8,-2.5,720,103,-0.4255104195304919,0.0,29.126213592233007,12.62135922330097,18.446601941747574,68.93203883495146,0.4361154034090334
0.8,-2.0,720,103,-0.4308370676624947,0.0,31.06796116504854,20.388349514563107,20.388349514563107,59.22330097087378,0.3170253717365865
1.0,-2.0,1440,103,-0.44272249018409726,0.0,33.980582524271846,24.271844660194176,26.21359223300971,49.51456310679612,0.38636683266766697
1.5,-2.5,720,103,-0.4428002713451317,0.0,30.097087378640776,15.53398058252427,18.446601941747574,66.01941747572816,0.4072448601983916
1.2,-2.5,720,103,-0.45462088354565106,0.0,31.06796116504854,17.475728155339805,17.475728155339805,65.0485436893204,0.37098346999036963
3.0,-2.5,1440,103,-0.4632195555685825,-0.3424657534246589,28.155339805825243,9.70873786407767,25.24271844660194,65.0485436893204,0.5049926092003927
2.5,-2.5,1440,103,-0.4764999239723895,-0.2035278154681186,29.126213592233007,13.592233009708737,25.24271844660194,61.165048543689316,0.4806427607851902
2.0,-2.5,1440,103,-0.47802938267700446,-0.10593220338984688,31.06796116504854,15.53398058252427,24.271844660194176,60.19417475728155,0.4628179149904051
0.8,-2.0,1440,103,-0.48371981765275346,0.0,34.95145631067961,27.184466019417474,26.21359223300971,46.601941747572816,0.32954270363755794
1.0,-2.5,720,103,-0.4895723398563306,0.0,31.06796116504854,17.475728155339805,17.475728155339805,65.0485436893204,0.322624398590344
1.5,-2.5,1440,103,-0.49789057316735164,0.0,33.00970873786408,18.446601941747574,23.300970873786408,58.252427184466015,0.42137678365676495
1.8,-2.5,1440,103,-0.509097343842053,-0.10593220338984688,31.06796116504854,15.53398058252427,24.271844660194176,60.19417475728155,0.4279055167981072
1.2,-2.5,1440,103,-0.5142238230485869,0.0,33.980582524271846,22.330097087378643,22.330097087378643,55.33980582524271,0.38504886799291876
0.8,-2.5,720,103,-0.5227613632555796,0.0,31.06796116504854,20.388349514563107,17.475728155339805,62.13592233009708,0.27670384128953157
1.0,-2.5,1440,103,-0.5574477868871425,0.0,33.980582524271846,24.271844660194176,22.330097087378643,53.398058252427184,0.3333580977466688
0.8,-2.5,1440,103,-0.5984451143557986,0.0,34.95145631067961,27.184466019417474,22.330097087378643,50.48543689320388,0.2843301223669032
