id,market,strategyName,strategyVersion,baselinePrice,currentPrice,entryPrice,stopLossPrice,targetPrice,score,eventType,reason,mfePercent,maePercent,maxReturnPercent,maxDrawdownPercent,createdAt,updatedAt
18,KRW-DRIFT,Rebound Watch,v1,72.1,72.1,72.1,70.65799999999999,73.39779999999999,34.11284993590971,INITIAL_SIGNAL,Pullback with active trading volume,0.0,0.0,0.0,0.0,1778457495009,1778457495009
19,KRW-ETH,Volume Accumulation,v1,3473000.0,3473000.0,3473000.0,3438270.0,3525094.9999999995,33.30380834082996,INITIAL_SIGNAL,Stable price with high liquidity,0.0,0.0,0.0,0.0,1778457495009,1778457495009
20,KRW-CHIP,Rebound Watch,v1,93.6,93.6,93.6,91.728,95.28479999999999,33.00381258701985,INITIAL_SIGNAL,Pullback with active trading volume,0.0,0.0,0.0,0.0,1778457495009,1778457495009
21,KRW-BTC,Volume Accumulation,v1,120423000.0,120423000.0,120423000.0,119218770.0,122229344.99999999,31.612438818564684,INITIAL_SIGNAL,Stable price with high liquidity,0.0,0.0,0.0,0.0,1778457495009,1778457495009
22,KRW-XEC,Rebound Watch,v1,0.0127,0.0127,0.0127,0.012445999999999999,0.0129286,44.144579550685236,INITIAL_SIGNAL,Pullback with active trading volume,0.0,0.0,0.0,0.0,1778457620642,1778457620642
23,KRW-LAYER,Rebound Watch,v1,182.0,182.0,182.0,178.35999999999999,185.276,39.42568862533737,INITIAL_SIGNAL,Pullback with active trading volume,0.0,0.0,0.0,0.0,1778457620642,1778457620642
24,KRW-SAHARA,Volume Accumulation,v1,58.1,58.7,58.7,58.113,59.5805,39.321177686731126,STRATEGY_CHANGED,Strategy changed from Momentum Breakout to Volume Accumulation,1.0327022375215171,0.0,0.0,0.0,1778457620642,1778457620642
25,KRW-PROS,Volume Accumulation,v1,1339.0,1339.0,1339.0,1325.61,1359.0849999999998,38.93340136742735,INITIAL_SIGNAL,Stable price with high liquidity,0.0,0.0,0.0,0.0,1778457620642,1778457620642
26,KRW-B3,Rebound Watch,v1,1.93,1.93,1.93,1.8914,1.96474,38.928504639386865,INITIAL_SIGNAL,Pullback with active trading volume,0.0,0.0,0.0,0.0,1778457620642,1778457620642
27,KRW-SUI,Volume Accumulation,v1,1964.0,1964.0,1964.0,1944.36,1993.4599999999998,38.649075511996756,INITIAL_SIGNAL,Stable price with high liquidity,0.0,0.0,0.0,0.0,1778457620642,1778457620642
28,KRW-XRP,Volume Accumulation,v1,2158.0,2159.0,2159.0,2137.41,2191.3849999999998,38.359018955075186,STRATEGY_CHANGED,Strategy changed from Momentum Breakout to Volume Accumulation,0.04633920296570899,0.0,0.0,0.0,1778457620642,1778457620642
29,KRW-SONIC,Rebound Watch,v1,63.3,63.1,63.1,61.838,64.2358,38.22287800241401,STRATEGY_CHANGED,Strategy changed from Momentum Breakout to Rebound Watch,0.0,-0.3159557661927263,0.0,0.0,1778457620642,1778457620642
30,KRW-DEEP,Volume Accumulation,v1,62.3,62.3,62.3,61.677,63.23449999999999,37.370786338810916,INITIAL_SIGNAL,Stable price with high liquidity,0.0,0.0,0.0,0.0,1778457620642,1778457620642
31,KRW-DOGE,Rebound Watch,v1,165.0,164.0,164.0,160.72,166.952,37.21248945859609,STRATEGY_CHANGED,Strategy changed from Volume Accumulation to Rebound Watch,0.0,-0.6060606060606061,0.0,0.0,1778457620642,1778457620642
32,KRW-SNT,Rebound Watch,v1,16.3,16.3,16.3,15.974,16.593400000000003,37.06940748848818,STRATEGY_CHANGED,Strategy changed from Momentum Breakout to Rebound Watch,0.0,0.0,0.0,0.0,1778457620642,1778457620642
33,KRW-BIO,Rebound Watch,v1,75.9,75.9,75.9,74.382,77.26620000000001,36.99148576187548,INITIAL_SIGNAL,Pullback with active trading volume,0.0,0.0,0.0,0.0,1778457620642,1778457620642
34,KRW-CPOOL,Rebound Watch,v1,48.7,48.7,48.7,47.726,49.576600000000006,36.860853642692824,INITIAL_SIGNAL,Pullback with active trading volume,0.0,0.0,0.0,0.0,1778457620642,1778457620642
35,KRW-W,Rebound Watch,v1,23.2,23.2,23.2,22.736,23.6176,36.7464647526543,STRATEGY_CHANGED,Strategy changed from Momentum Breakout to Rebound Watch,0.0,0.0,0.0,0.0,1778457620642,1778457620642
36,KRW-XLM,Volume Accumulation,v1,249.0,249.0,249.0,246.51,252.73499999999999,36.06959702404057,STRATEGY_CHANGED,Strategy changed from Momentum Breakout to Volume Accumulation,0.0,0.0,0.0,0.0,1778457620642,1778457620642
37,KRW-WAL,Rebound Watch,v1,127.0,128.0,128.0,125.44,130.304,35.980025247744805,STRATEGY_CHANGED,Strategy changed from Momentum Breakout to Rebound Watch,0.7874015748031495,0.0,0.0,0.0,1778457620642,1778457620642
38,KRW-SEI,Rebound Watch,v1,112.0,112.0,112.0,109.75999999999999,114.016,35.717298626777236,STRATEGY_CHANGED,Strategy changed from Momentum Breakout to Rebound Watch,0.0,0.0,0.0,0.0,1778457620642,1778457620642
39,KRW-CFG,Rebound Watch,v1,451.0,452.0,452.0,442.96,460.136,35.276656741994195,STRATEGY_CHANGED,Strategy changed from Volume Accumulation to Rebound Watch,0.22172949002217296,0.0,0.0,0.0,1778457620642,1778457620642
40,KRW-ADA,Rebound Watch,v1,415.0,414.0,414.0,405.71999999999997,421.452,35.04047060950593,STRATEGY_CHANGED,Strategy changed from Momentum Breakout to Rebound Watch,0.0,-0.24096385542168677,0.0,0.0,1778457620642,1778457620642
41,KRW-BSV,Rebound Watch,v1,25520.0,25490.0,25490.0,24980.2,25948.82,33.29620793146759,STRATEGY_CHANGED,Strategy changed from Momentum Breakout to Rebound Watch,0.0,-0.11755485893416928,0.0,0.0,1778457620642,1778457620642
42,KRW-SOL,Rebound Watch,v1,141400.0,141400.0,141400.0,138572.0,143945.2,32.687552852817134,STRATEGY_CHANGED,Strategy changed from Volume Accumulation to Rebound Watch,0.0,0.0,0.0,0.0,1778457620642,1778457620642
43,KRW-XEC,Volume Accumulation,v1,0.0127,0.0128,0.0128,0.012672000000000001,0.012992,44.93312247464066,STRATEGY_CHANGED,Strategy changed from Rebound Watch to Volume Accumulation,0.7874015748031586,0.0,0.0,0.0,1778457652815,1778457652815
44,KRW-LAYER,Volume Accumulation,v1,182.0,185.0,185.0,183.15,187.77499999999998,41.066474447894315,STRATEGY_CHANGED,Strategy changed from Rebound Watch to Volume Accumulation,1.6483516483516485,0.0,0.0,0.0,1778457652815,1778457652815
45,KRW-B3,Volume Accumulation,v1,1.93,1.94,1.94,1.9205999999999999,1.9690999999999999,39.446812574781184,STRATEGY_CHANGED,Strategy changed from Rebound Watch to Volume Accumulation,0.5181347150259072,0.0,0.0,0.0,1778457652815,1778457652815
46,KRW-SAHARA,Rebound Watch,v1,58.1,58.2,58.2,57.036,59.247600000000006,38.46724945541334,STRATEGY_CHANGED,Strategy changed from Volume Accumulation to Rebound Watch,0.17211703958692154,0.0,0.0,0.0,1778457652815,1778457652815
47,KRW-DOGE,Volume Accumulation,v1,165.0,165.0,165.0,163.35,167.475,37.82295636206098,STRATEGY_CHANGED,Strategy changed from Rebound Watch to Volume Accumulation,0.0,0.0,0.0,0.0,1778457652815,1778457652815
48,KRW-USDT,Volume Accumulation,v1,1468.0,1469.0,1469.0,1454.31,1491.0349999999999,37.231961020291685,STRATEGY_CHANGED,Strategy changed from Rebound Watch to Volume Accumulation,0.06811989100817438,0.0,0.0,0.0,1778457652815,1778457652815
49,KRW-CFG,Volume Accumulation,v1,451.0,454.0,454.0,449.46,460.80999999999995,35.71753274025736,STRATEGY_CHANGED,Strategy changed from Rebound Watch to Volume Accumulation,0.6651884700665188,0.0,0.0,0.0,1778457652815,1778457652815
50,KRW-JTO,Volume Accumulation,v1,749.0,749.0,749.0,741.51,760.2349999999999,35.506002887155944,INITIAL_SIGNAL,Stable price with high liquidity,0.0,0.0,0.0,0.0,1778457652815,1778457652815
51,KRW-BSV,Volume Accumulation,v1,25520.0,25930.0,25930.0,25670.7,26318.949999999997,35.03203841570231,STRATEGY_CHANGED,Strategy changed from Rebound Watch to Volume Accumulation,1.6065830721003136,0.0,0.0,0.0,1778457652815,1778457652815
52,KRW-DEEP,Momentum Breakout,v1,62.3,65.2,65.2,64.22200000000001,66.504,42.04764635195552,STRATEGY_CHANGED,Strategy changed from Volume Accumulation to Momentum Breakout,4.6548956661316305,0.0,0.0,0.0,1778457684646,1778457684646
53,KRW-SAHARA,Volume Accumulation,v1,58.1,58.7,58.7,58.113,59.5805,39.314670845214295,STRATEGY_CHANGED,Strategy changed from Rebound Watch to Volume Accumulation,1.0327022375215171,0.0,0.0,0.0,1778457684646,1778457684646
54,KRW-B3,Rebound Watch,v1,1.93,1.93,1.93,1.8914,1.96474,38.92715238210063,STRATEGY_CHANGED,Strategy changed from Volume Accumulation to Rebound Watch,0.0,0.0,0.0,0.0,1778457684646,1778457684646
55,KRW-WAL,Volume Accumulation,v1,127.0,129.0,129.0,127.71,130.93499999999997,36.764686661293524,STRATEGY_CHANGED,Strategy changed from Rebound Watch to Volume Accumulation,1.574803149606299,0.0,0.0,0.0,1778457684646,1778457684646
56,KRW-XLM,Rebound Watch,v1,249.0,248.0,248.0,243.04,252.464,35.66858959512004,STRATEGY_CHANGED,Strategy changed from Volume Accumulation to Rebound Watch,0.0,-0.4016064257028112,0.0,0.0,1778457684646,1778457684646
57,KRW-API3,Volume Accumulation,v1,544.0,546.0,546.0,540.54,554.1899999999999,35.312510195054784,STRATEGY_CHANGED,Strategy changed from Rebound Watch to Volume Accumulation,0.3676470588235294,0.0,0.0,0.0,1778457684646,1778457684646
58,KRW-JTO,Rebound Watch,v1,749.0,746.0,746.0,731.08,759.428,35.10319443490441,STRATEGY_CHANGED,Strategy changed from Volume Accumulation to Rebound Watch,0.0,-0.4005340453938585,0.0,0.0,1778457684646,1778457684646
59,KRW-SOL,Volume Accumulation,v1,141400.0,141500.0,141500.0,140085.0,143622.5,32.76120993972175,STRATEGY_CHANGED,Strategy changed from Rebound Watch to Volume Accumulation,0.07072135785007072,0.0,0.0,0.0,1778457684646,1778457684646
60,KRW-XEC,Rebound Watch,v1,0.0127,0.0127,0.0127,0.012445999999999999,0.0129286,44.146387261810176,STRATEGY_CHANGED,Strategy changed from Volume Accumulation to Rebound Watch,0.0,0.0,0.0,0.0,1778457716583,1778457716583
61,KRW-DEEP,Volume Accumulation,v1,62.3,63.2,63.2,62.568000000000005,64.148,38.881235065141716,STRATEGY_CHANGED,Strategy changed from Momentum Breakout to Volume Accumulation,1.444622792937409,0.0,0.0,0.0,1778457716583,1778457716583
62,KRW-PROS,Rebound Watch,v1,1339.0,1336.0,1336.0,1309.28,1360.048,38.70033235264258,STRATEGY_CHANGED,Strategy changed from Volume Accumulation to Rebound Watch,0.0,-0.22404779686333084,0.0,0.0,1778457716583,1778457716583
63,KRW-DOGE,Rebound Watch,v1,165.0,164.0,164.0,160.72,166.952,37.213556859455245,STRATEGY_CHANGED,Strategy changed from Volume Accumulation to Rebound Watch,0.0,-0.6060606060606061,0.0,0.0,1778457716583,1778457716583
64,KRW-ADA,Volume Accumulation,v1,415.0,415.0,415.0,410.85,421.22499999999997,35.27050609963214,STRATEGY_CHANGED,Strategy changed from Rebound Watch to Volume Accumulation,0.0,0.0,0.0,0.0,1778457716583,1778457716583
65,KRW-SONIC,Volume Accumulation,v1,63.3,64.9,64.9,64.251,65.87349999999999,41.070522472100514,STRATEGY_CHANGED,Strategy changed from Rebound Watch to Volume Accumulation,2.5276461295418775,0.0,0.0,0.0,1778457748583,1778457748583
66,KRW-SAHARA,Rebound Watch,v1,58.1,58.6,58.6,57.428,59.6548,39.139688815807446,STRATEGY_CHANGED,Strategy changed from Volume Accumulation to Rebound Watch,0.8605851979345954,0.0,0.0,0.0,1778457748583,1778457748583
67,KRW-LAYER,Rebound Watch,v1,182.0,180.0,180.0,176.4,183.24,38.34299475477174,STRATEGY_CHANGED,Strategy changed from Volume Accumulation to Rebound Watch,0.0,-1.098901098901099,0.0,0.0,1778457748583,1778457748583
68,KRW-SUI,Rebound Watch,v1,1964.0,1950.0,1950.0,1911.0,1985.1000000000001,37.93828537664457,STRATEGY_CHANGED,Strategy changed from Volume Accumulation to Rebound Watch,0.0,-0.7128309572301426,0.0,0.0,1778457748583,1778457748583
69,KRW-BIO,Volume Accumulation,v1,75.9,76.3,76.3,75.53699999999999,77.44449999999999,37.50974401709092,STRATEGY_CHANGED,Strategy changed from Rebound Watch to Volume Accumulation,0.5270092226613853,0.0,0.0,0.0,1778457748583,1778457748583
70,KRW-XLM,Volume Accumulation,v1,249.0,249.0,249.0,246.51,252.73499999999999,36.08557629220038,STRATEGY_CHANGED,Strategy changed from Rebound Watch to Volume Accumulation,0.0,0.0,0.0,0.0,1778457748583,1778457748583
71,KRW-WAL,Rebound Watch,v1,127.0,128.0,128.0,125.44,130.304,35.98332660863058,STRATEGY_CHANGED,Strategy changed from Volume Accumulation to Rebound Watch,0.7874015748031495,0.0,0.0,0.0,1778457748583,1778457748583
72,KRW-JTO,Volume Accumulation,v1,749.0,750.0,750.0,742.5,761.2499999999999,35.63490559788852,STRATEGY_CHANGED,Strategy changed from Rebound Watch to Volume Accumulation,0.13351134846461948,0.0,0.0,0.0,1778457748583,1778457748583
73,KRW-ADA,Rebound Watch,v1,415.0,414.0,414.0,405.71999999999997,421.452,35.03162337386894,STRATEGY_CHANGED,Strategy changed from Volume Accumulation to Rebound Watch,0.0,-0.24096385542168677,0.0,0.0,1778457748583,1778457748583
74,KRW-API3,Rebound Watch,v1,544.0,544.0,544.0,533.12,553.792,34.90710790967702,STRATEGY_CHANGED,Strategy changed from Volume Accumulation to Rebound Watch,0.0,0.0,0.0,0.0,1778457748583,1778457748583
75,KRW-XEC,Volume Accumulation,v1,0.0127,0.013,0.013,0.01287,0.013194999999999998,46.5146506525677,STRATEGY_CHANGED,Strategy changed from Rebound Watch to Volume Accumulation,2.3622047244094486,0.0,0.0,0.0,1778457780286,1778457780286
76,KRW-SAHARA,Volume Accumulation,v1,58.1,58.7,58.7,58.113,59.5805,39.31024987656277,STRATEGY_CHANGED,Strategy changed from Rebound Watch to Volume Accumulation,1.0327022375215171,0.0,0.0,0.0,1778457780286,1778457780286
77,KRW-SUI,Volume Accumulation,v1,1964.0,1959.0,1959.0,1939.41,1988.3849999999998,38.399375984485786,STRATEGY_CHANGED,Strategy changed from Rebound Watch to Volume Accumulation,0.0,-0.2545824847250509,0.0,0.0,1778457780286,1778457780286
78,KRW-DOGE,Volume Accumulation,v1,165.0,165.0,165.0,163.35,167.475,37.83096271122183,STRATEGY_CHANGED,Strategy changed from Rebound Watch to Volume Accumulation,0.0,0.0,0.0,0.0,1778457780286,1778457780286
79,KRW-XLM,Rebound Watch,v1,249.0,248.0,248.0,243.04,252.464,35.68487568073684,STRATEGY_CHANGED,Strategy changed from Volume Accumulation to Rebound Watch,0.0,-0.4016064257028112,0.0,0.0,1778457780286,1778457780286
80,KRW-ADA,Volume Accumulation,v1,415.0,415.0,415.0,410.85,421.22499999999997,35.272912141743234,STRATEGY_CHANGED,Strategy changed from Rebound Watch to Volume Accumulation,0.0,0.0,0.0,0.0,1778457780286,1778457780286
81,KRW-BSV,Rebound Watch,v1,25520.0,25500.0,25500.0,24990.0,25959.0,33.35597508926105,STRATEGY_CHANGED,Strategy changed from Volume Accumulation to Rebound Watch,0.0,-0.07836990595611285,0.0,0.0,1778457780286,1778457780286
82,KRW-XEC,Momentum Breakout,v1,0.0127,0.0131,0.0131,0.0129035,0.013362,47.31381083455093,STRATEGY_CHANGED,Strategy changed from Volume Accumulation to Momentum Breakout,3.1496062992126066,0.0,0.0,0.0,1778457811712,1778457811712
83,KRW-SAHARA,Rebound Watch,v1,58.1,58.5,58.5,57.33,59.553000000000004,38.95762378034074,STRATEGY_CHANGED,Strategy changed from Volume Accumulation to Rebound Watch,0.6884681583476739,0.0,0.0,0.0,1778457811712,1778457811712
84,KRW-DEEP,Rebound Watch,v1,62.3,62.2,62.2,60.956,63.3196,37.30019320009508,STRATEGY_CHANGED,Strategy changed from Volume Accumulation to Rebound Watch,0.0,-0.16051364365970197,0.0,0.0,1778457811712,1778457811712
85,KRW-W,Volume Accumulation,v1,23.2,23.3,23.3,23.067,23.6495,37.18014423103833,STRATEGY_CHANGED,Strategy changed from Rebound Watch to Volume Accumulation,0.4310344827586268,0.0,0.0,0.0,1778457811712,1778457811712
86,KRW-XLM,Volume Accumulation,v1,249.0,249.0,249.0,246.51,252.73499999999999,36.08850331138629,STRATEGY_CHANGED,Strategy changed from Rebound Watch to Volume Accumulation,0.0,0.0,0.0,0.0,1778457811712,1778457811712
87,KRW-ADA,Rebound Watch,v1,415.0,414.0,414.0,405.71999999999997,421.452,35.02986513858579,STRATEGY_CHANGED,Strategy changed from Volume Accumulation to Rebound Watch,0.0,-0.24096385542168677,0.0,0.0,1778457811712,1778457811712
88,KRW-BSV,Volume Accumulation,v1,25520.0,25600.0,25600.0,25344.0,25983.999999999996,33.7505779290789,STRATEGY_CHANGED,Strategy changed from Rebound Watch to Volume Accumulation,0.3134796238244514,0.0,0.0,0.0,1778457811712,1778457811712
89,KRW-XEC,Volume Accumulation,v1,0.0127,0.013,0.013,0.01287,0.013194999999999998,46.52953903692594,STRATEGY_CHANGED,Strategy changed from Momentum Breakout to Volume Accumulation,2.3622047244094486,0.0,0.0,0.0,1778457843153,1778457843153
90,KRW-SAHARA,Volume Accumulation,v1,58.1,58.8,58.8,58.211999999999996,59.68199999999999,39.46347952406377,STRATEGY_CHANGED,Strategy changed from Rebound Watch to Volume Accumulation,1.2048192771084263,0.0,0.0,0.0,1778457843153,1778457843153
91,KRW-DEEP,Volume Accumulation,v1,62.3,62.6,62.6,61.974000000000004,63.538999999999994,37.93999343171566,STRATEGY_CHANGED,Strategy changed from Rebound Watch to Volume Accumulation,0.4815409309791401,0.0,0.0,0.0,1778457843153,1778457843153
92,KRW-SUI,Rebound Watch,v1,1964.0,1950.0,1950.0,1911.0,1985.1000000000001,37.93989108578687,STRATEGY_CHANGED,Strategy changed from Volume Accumulation to Rebound Watch,0.0,-0.7128309572301426,0.0,0.0,1778457843153,1778457843153
93,KRW-BIO,Rebound Watch,v1,75.9,76.1,76.1,74.57799999999999,77.46979999999999,37.23836296655408,STRATEGY_CHANGED,Strategy changed from Volume Accumulation to Rebound Watch,0.2635046113306833,0.0,0.0,0.0,1778457843153,1778457843153
94,KRW-W,Rebound Watch,v1,23.2,23.2,23.2,22.736,23.6176,36.75032265289924,STRATEGY_CHANGED,Strategy changed from Volume Accumulation to Rebound Watch,0.0,0.0,0.0,0.0,1778457843153,1778457843153
95,KRW-ADA,Volume Accumulation,v1,415.0,415.0,415.0,410.85,421.22499999999997,35.26538106438601,STRATEGY_CHANGED,Strategy changed from Rebound Watch to Volume Accumulation,0.0,0.0,0.0,0.0,1778457843153,1778457843153
96,KRW-XEC,Momentum Breakout,v1,0.0127,0.0131,0.0131,0.0129035,0.013362,47.31874611813011,STRATEGY_CHANGED,Strategy changed from Volume Accumulation to Momentum Breakout,3.1496062992126066,0.0,0.0,0.0,1778457874447,1778457874447
97,KRW-ONDO,Rebound Watch,v1,623.0,620.0,620.0,607.6,631.16,36.86855271491176,STRATEGY_CHANGED,Strategy changed from Volume Accumulation to Rebound Watch,0.0,-0.4815409309791332,0.0,0.0,1778457874447,1778457874447
98,KRW-XLM,Rebound Watch,v1,249.0,248.0,248.0,243.04,252.464,35.688168125068174,STRATEGY_CHANGED,Strategy changed from Volume Accumulation to Rebound Watch,0.0,-0.4016064257028112,0.0,0.0,1778457874447,1778457874447
99,KRW-XEC,Volume Accumulation,v1,0.0127,0.013,0.013,0.01287,0.013194999999999998,46.55616037267903,STRATEGY_CHANGED,Strategy changed from Momentum Breakout to Volume Accumulation,2.3622047244094486,0.0,0.0,0.0,1778458426828,1778458426828
100,KRW-SONIC,Momentum Breakout,v1,63.3,68.1,68.1,67.07849999999999,69.46199999999999,46.191172298212955,STRATEGY_CHANGED,Strategy changed from Volume Accumulation to Momentum Breakout,7.582938388625589,0.0,0.0,0.0,1778458426828,1778458426828
101,KRW-SONIC,Momentum Breakout,v1,63.3,68.1,68.1,67.07849999999999,69.46199999999999,46.191172298212955,PRICE_MOVED_5_PERCENT,Positive trend with strong 24h trading value,7.582938388625589,0.0,0.0,0.0,1778458426828,1778458426828
102,KRW-ENS,Momentum Breakout,v1,11350.0,11350.0,11350.0,11179.75,11577.0,38.37285370440483,INITIAL_SIGNAL,Positive trend with strong 24h trading value,0.0,0.0,0.0,0.0,1778458426828,1778458426828
103,KRW-ONDO,Volume Accumulation,v1,623.0,625.0,625.0,618.75,634.3749999999999,37.48428096700524,STRATEGY_CHANGED,Strategy changed from Rebound Watch to Volume Accumulation,0.32102728731942215,0.0,0.0,0.0,1778458426828,1778458426828
104,KRW-DOGE,Rebound Watch,v1,165.0,164.0,164.0,160.72,166.952,37.244478892418414,STRATEGY_CHANGED,Strategy changed from Volume Accumulation to Rebound Watch,0.0,-0.6060606060606061,0.0,0.0,1778458426828,1778458426828
105,KRW-DEEP,Rebound Watch,v1,62.3,62.1,62.1,60.858,63.217800000000004,37.11654064726838,STRATEGY_CHANGED,Strategy changed from Volume Accumulation to Rebound Watch,0.0,-0.3210272873194153,0.0,0.0,1778458426828,1778458426828
106,KRW-DRIFT,Volume Accumulation,v1,72.1,72.5,72.5,71.775,73.58749999999999,36.582420317996224,STRATEGY_CHANGED,Strategy changed from Rebound Watch to Volume Accumulation,0.5547850208044461,0.0,0.0,0.0,1778458426828,1778458426828
107,KRW-QTUM,Rebound Watch,v1,1535.0,1520.0,1520.0,1489.6,1547.3600000000001,35.198570703326396,STRATEGY_CHANGED,Strategy changed from Momentum Breakout to Rebound Watch,0.0,-0.9771986970684038,0.0,0.0,1778458426828,1778458426828
108,KRW-ADA,Rebound Watch,v1,415.0,413.0,413.0,404.74,420.434,34.79291893025976,STRATEGY_CHANGED,Strategy changed from Volume Accumulation to Rebound Watch,0.0,-0.48192771084337355,0.0,0.0,1778458426828,1778458426828
109,KRW-BSV,Rebound Watch,v1,25520.0,25380.0,25380.0,24872.399999999998,25836.84,32.908698145025184,STRATEGY_CHANGED,Strategy changed from Volume Accumulation to Rebound Watch,0.0,-0.54858934169279,0.0,0.0,1778458426828,1778458426828
110,KRW-SOL,Rebound Watch,v1,141400.0,141200.0,141200.0,138376.0,143741.6,32.568154092217235,STRATEGY_CHANGED,Strategy changed from Volume Accumulation to Rebound Watch,0.0,-0.14144271570014144,0.0,0.0,1778458426828,1778458426828
111,KRW-ETH,Rebound Watch,v1,3473000.0,3473000.0,3473000.0,3403540.0,3535514.0,32.01178140646822,STRATEGY_CHANGED,Strategy changed from Volume Accumulation to Rebound Watch,0.0,0.0,0.0,0.0,1778458426828,1778458426828
112,KRW-BTC,Rebound Watch,v1,120423000.0,120317000.0,120317000.0,117910660.0,122482706.0,30.33807792814873,STRATEGY_CHANGED,Strategy changed from Volume Accumulation to Rebound Watch,0.0,-0.08802305207476978,0.0,0.0,1778458426828,1778458426828
113,KRW-SAHARA,Rebound Watch,v1,58.1,58.5,58.5,57.33,59.553000000000004,38.91502701730006,STRATEGY_CHANGED,Strategy changed from Volume Accumulation to Rebound Watch,0.6884681583476739,0.0,0.0,0.0,1778458457790,1778458457790
114,KRW-XLM,Volume Accumulation,v1,249.0,249.0,249.0,246.51,252.73499999999999,36.116107156051115,STRATEGY_CHANGED,Strategy changed from Rebound Watch to Volume Accumulation,0.0,0.0,0.0,0.0,1778458457790,1778458457790
115,KRW-XLM,Rebound Watch,v1,249.0,248.0,248.0,243.04,252.464,35.70673817955608,STRATEGY_CHANGED,Strategy changed from Volume Accumulation to Rebound Watch,0.0,-0.4016064257028112,0.0,0.0,1778458488564,1778458488564
